"State","Race","Date","DateAsDate","NewCases","NewDeaths","NewCases_Lag_1","NewCases_Lag_2","NewCases_Lag_3","NewCases_Lag_4"
"CA","Black",20200819,2020-08-19,1671,51,1666,1376,1703,1699
"CA","Black",20200826,2020-08-26,1356,53,1671,1666,1376,1703
"CA","Black",20200902,2020-09-02,1077,51,1356,1671,1666,1376
"CA","Black",20200909,2020-09-09,1189,53,1077,1356,1671,1666
"CA","Black",20200916,2020-09-16,911,52,1189,1077,1356,1671
"CA","Black",20200923,2020-09-23,887,50,911,1189,1077,1356
"CA","Black",20200930,2020-09-30,866,35,887,911,1189,1077
"CA","Black",20201007,2020-10-07,704,31,866,887,911,1189
"CA","Black",20201014,2020-10-14,713,20,704,866,887,911
"CA","Black",20201021,2020-10-21,702,29,713,704,866,887
"CA","Black",20201028,2020-10-28,892,22,702,713,704,866
"CA","Black",20201104,2020-11-04,990,28,892,702,713,704
"CA","Black",20201111,2020-11-11,1383,15,990,892,702,713
"CA","Black",20201118,2020-11-18,1949,15,1383,990,892,702
"CA","Black",20201125,2020-11-25,2744,27,1949,1383,990,892
"CA","Black",20201202,2020-12-02,2837,27,2744,1949,1383,990
"CA","Black",20201209,2020-12-09,4848,49,2837,2744,1949,1383
"CA","Black",20201216,2020-12-16,6680,61,4848,2837,2744,1949
"CA","Black",20201223,2020-12-23,8458,94,6680,4848,2837,2744
"CA","Black",20201230,2020-12-30,7520,93,8458,6680,4848,2837
"CA","Black",20210106,2021-01-06,7843,136,7520,8458,6680,4848
"CA","Black",20210113,2021-01-13,9764,183,7843,7520,8458,6680
"CA","Black",20210120,2021-01-20,8420,179,9764,7843,7520,8458
"CA","Black",20210127,2021-01-27,5508,196,8420,9764,7843,7520
"CA","Black",20210203,2021-02-03,4433,180,5508,8420,9764,7843
"CA","Black",20210210,2021-02-10,3384,178,4433,5508,8420,9764
"CA","Black",20210217,2021-02-17,2530,127,3384,4433,5508,8420
"CA","Black",20210224,2021-02-24,2079,128,2530,3384,4433,5508
"CA","Black",20210303,2021-03-03,1636,205,2079,2530,3384,4433
"CA","Multiracial",20200422,2020-04-22,-128,-6,NA,NA,NA,NA
"CA","Multiracial",20200429,2020-04-29,60,2,-128,NA,NA,NA
"CA","Multiracial",20200506,2020-05-06,90,4,60,-128,NA,NA
"CA","Multiracial",20200513,2020-05-13,77,4,90,60,-128,NA
"CA","Multiracial",20200520,2020-05-20,101,10,77,90,60,-128
"CA","Multiracial",20200527,2020-05-27,57,1,101,77,90,60
"CA","Multiracial",20200603,2020-06-03,64,2,57,101,77,90
"CA","Multiracial",20200610,2020-06-10,68,5,64,57,101,77
"CA","Multiracial",20200617,2020-06-17,97,5,68,64,57,101
"CA","Multiracial",20200624,2020-06-24,122,1,97,68,64,57
"CA","Multiracial",20200701,2020-07-01,144,4,122,97,68,64
"CA","Multiracial",20200708,2020-07-08,263,6,144,122,97,68
"CA","Multiracial",20200715,2020-07-15,289,8,263,144,122,97
"CA","Multiracial",20200722,2020-07-22,346,0,289,263,144,122
"CA","Multiracial",20200729,2020-07-29,338,5,346,289,263,144
"CA","Multiracial",20200805,2020-08-05,450,4,338,346,289,263
"CA","Multiracial",20200812,2020-08-12,443,10,450,338,346,289
"CA","Multiracial",20200819,2020-08-19,394,9,443,450,338,346
"CA","Multiracial",20200826,2020-08-26,357,7,394,443,450,338
"CA","Multiracial",20200902,2020-09-02,428,1,357,394,443,450
"CA","Multiracial",20200909,2020-09-09,469,13,428,357,394,443
"CA","Multiracial",20200916,2020-09-16,427,8,469,428,357,394
"CA","Multiracial",20200923,2020-09-23,380,7,427,469,428,357
"CA","Multiracial",20200930,2020-09-30,313,8,380,427,469,428
"CA","Multiracial",20201007,2020-10-07,369,11,313,380,427,469
"CA","Multiracial",20201014,2020-10-14,269,8,369,313,380,427
"CA","Multiracial",20201021,2020-10-21,326,8,269,369,313,380
"CA","Multiracial",20201028,2020-10-28,379,8,326,269,369,313
"CA","Multiracial",20201104,2020-11-04,456,5,379,326,269,369
"CA","Multiracial",20201111,2020-11-11,580,6,456,379,326,269
"CA","Multiracial",20201118,2020-11-18,744,5,580,456,379,326
"CA","Multiracial",20201125,2020-11-25,1232,4,744,580,456,379
"CA","Multiracial",20201202,2020-12-02,1269,5,1232,744,580,456
"CA","Multiracial",20201209,2020-12-09,1890,17,1269,1232,744,580
"CA","Multiracial",20201216,2020-12-16,2011,18,1890,1269,1232,744
"CA","Multiracial",20201223,2020-12-23,2506,20,2011,1890,1269,1232
"CA","Multiracial",20201230,2020-12-30,2375,34,2506,2011,1890,1269
"CA","Multiracial",20210106,2021-01-06,2654,34,2375,2506,2011,1890
"CA","Multiracial",20210113,2021-01-13,3277,54,2654,2375,2506,2011
"CA","Multiracial",20210120,2021-01-20,3091,42,3277,2654,2375,2506
"CA","Multiracial",20210127,2021-01-27,2394,40,3091,3277,2654,2375
"CA","Multiracial",20210203,2021-02-03,3056,69,2394,3091,3277,2654
"CA","Multiracial",20210210,2021-02-10,2126,44,3056,2394,3091,3277
"CA","Multiracial",20210217,2021-02-17,1814,40,2126,3056,2394,3091
"CA","Multiracial",20210224,2021-02-24,1642,37,1814,2126,3056,2394
"CA","Multiracial",20210303,2021-03-03,1432,46,1642,1814,2126,3056
"CA","NHPI",20200422,2020-04-22,-267,8,NA,NA,NA,NA
"CA","NHPI",20200429,2020-04-29,21,3,-267,NA,NA,NA
"CA","NHPI",20200506,2020-05-06,357,4,21,-267,NA,NA
"CA","NHPI",20200513,2020-05-13,49,4,357,21,-267,NA
"CA","NHPI",20200520,2020-05-20,70,2,49,357,21,-267
"CA","NHPI",20200527,2020-05-27,40,1,70,49,357,21
"CA","NHPI",20200603,2020-06-03,65,3,40,70,49,357
"CA","NHPI",20200610,2020-06-10,56,2,65,40,70,49
"CA","NHPI",20200617,2020-06-17,59,2,56,65,40,70
"CA","NHPI",20200624,2020-06-24,83,-1,59,56,65,40
"CA","NHPI",20200701,2020-07-01,102,1,83,59,56,65
"CA","NHPI",20200708,2020-07-08,171,5,102,83,59,56
"CA","NHPI",20200715,2020-07-15,225,6,171,102,83,59
"CA","NHPI",20200722,2020-07-22,242,7,225,171,102,83
"CA","NHPI",20200729,2020-07-29,216,6,242,225,171,102
"CA","NHPI",20200805,2020-08-05,173,3,216,242,225,171
"CA","NHPI",20200812,2020-08-12,218,-2,173,216,242,225
"CA","NHPI",20200819,2020-08-19,201,5,218,173,216,242
"CA","NHPI",20200826,2020-08-26,150,1,201,218,173,216
"CA","NHPI",20200902,2020-09-02,116,2,150,201,218,173
"CA","NHPI",20200909,2020-09-09,114,3,116,150,201,218
"CA","NHPI",20200916,2020-09-16,96,-1,114,116,150,201
"CA","NHPI",20200923,2020-09-23,93,8,96,114,116,150
"CA","NHPI",20200930,2020-09-30,93,7,93,96,114,116
"CA","NHPI",20201007,2020-10-07,91,5,93,93,96,114
"CA","NHPI",20201014,2020-10-14,69,-2,91,93,93,96
"CA","NHPI",20201021,2020-10-21,105,3,69,91,93,93
"CA","NHPI",20201028,2020-10-28,92,2,105,69,91,93
"CA","NHPI",20201104,2020-11-04,165,3,92,105,69,91
"CA","NHPI",20201111,2020-11-11,183,3,165,92,105,69
"CA","NHPI",20201118,2020-11-18,259,1,183,165,92,105
"CA","NHPI",20201125,2020-11-25,396,2,259,183,165,92
"CA","NHPI",20201202,2020-12-02,412,4,396,259,183,165
"CA","NHPI",20201209,2020-12-09,737,5,412,396,259,183
"CA","NHPI",20201216,2020-12-16,948,4,737,412,396,259
"CA","NHPI",20201223,2020-12-23,1279,17,948,737,412,396
"CA","NHPI",20201230,2020-12-30,1117,9,1279,948,737,412
"CA","NHPI",20210106,2021-01-06,1231,13,1117,1279,948,737
"CA","NHPI",20210113,2021-01-13,1544,24,1231,1117,1279,948
"CA","NHPI",20210120,2021-01-20,1142,21,1544,1231,1117,1279
"CA","NHPI",20210127,2021-01-27,803,26,1142,1544,1231,1117
"CA","NHPI",20210203,2021-02-03,541,26,803,1142,1544,1231
"CA","NHPI",20210210,2021-02-10,415,19,541,803,1142,1544
"CA","NHPI",20210217,2021-02-17,308,19,415,541,803,1142
"CA","NHPI",20210224,2021-02-24,169,15,308,415,541,803
"CA","NHPI",20210303,2021-03-03,162,19,169,308,415,541
"CA","Other",20200422,2020-04-22,465,11,NA,NA,NA,NA
"CA","Other",20200429,2020-04-29,298,9,465,NA,NA,NA
"CA","Other",20200506,2020-05-06,332,6,298,465,NA,NA
"CA","Other",20200513,2020-05-13,271,3,332,298,465,NA
"CA","Other",20200520,2020-05-20,379,-4,271,332,298,465
"CA","Other",20200527,2020-05-27,2011,-3,379,271,332,298
"CA","Other",20200603,2020-06-03,3600,-3,2011,379,271,332
"CA","Other",20200610,2020-06-10,2158,7,3600,2011,379,271
"CA","Other",20200617,2020-06-17,2541,1,2158,3600,2011,379
"CA","Other",20200624,2020-06-24,4605,10,2541,2158,3600,2011
"CA","Other",20200701,2020-07-01,5542,14,4605,2541,2158,3600
"CA","Other",20200708,2020-07-08,5912,12,5542,4605,2541,2158
"CA","Other",20200715,2020-07-15,6170,11,5912,5542,4605,2541
"CA","Other",20200722,2020-07-22,4901,6,6170,5912,5542,4605
"CA","Other",20200729,2020-07-29,5125,16,4901,6170,5912,5542
"CA","Other",20200805,2020-08-05,-88,13,5125,4901,6170,5912
"CA","Other",20200812,2020-08-12,3289,8,-88,5125,4901,6170
"CA","Other",20200819,2020-08-19,3821,7,3289,-88,5125,4901
"CA","Other",20200826,2020-08-26,2051,7,3821,3289,-88,5125
"CA","Other",20200902,2020-09-02,852,13,2051,3821,3289,-88
"CA","Other",20200909,2020-09-09,-49,7,852,2051,3821,3289
"CA","Other",20200916,2020-09-16,188,7,-49,852,2051,3821
"CA","Other",20200923,2020-09-23,545,9,188,-49,852,2051
"CA","Other",20200930,2020-09-30,978,6,545,188,-49,852
"CA","Other",20201007,2020-10-07,681,5,978,545,188,-49
"CA","Other",20201014,2020-10-14,1350,7,681,978,545,188
"CA","Other",20201021,2020-10-21,1106,-17,1350,681,978,545
"CA","Other",20201028,2020-10-28,2093,-1,1106,1350,681,978
"CA","Other",20201104,2020-11-04,1960,5,2093,1106,1350,681
"CA","Other",20201111,2020-11-11,3606,5,1960,2093,1106,1350
"CA","Other",20201118,2020-11-18,5870,4,3606,1960,2093,1106
"CA","Other",20201125,2020-11-25,7955,5,5870,3606,1960,2093
"CA","Other",20201202,2020-12-02,9349,5,7955,5870,3606,1960
"CA","Other",20201209,2020-12-09,16712,44,9349,7955,5870,3606
"CA","Other",20201216,2020-12-16,25233,24,16712,9349,7955,5870
"CA","Other",20201223,2020-12-23,30340,15,25233,16712,9349,7955
"CA","Other",20201230,2020-12-30,28150,31,30340,25233,16712,9349
"CA","Other",20210106,2021-01-06,28471,88,28150,30340,25233,16712
"CA","Other",20210113,2021-01-13,36613,102,28471,28150,30340,25233
"CA","Other",20210120,2021-01-20,27534,148,36613,28471,28150,30340
"CA","Other",20210127,2021-01-27,12226,143,27534,36613,28471,28150
"CA","Other",20210203,2021-02-03,5854,114,12226,27534,36613,28471
"CA","Other",20210210,2021-02-10,4401,82,5854,12226,27534,36613
"CA","Other",20210217,2021-02-17,653,128,4401,5854,12226,27534
"CA","Other",20210224,2021-02-24,-303,49,653,4401,5854,12226
"CA","Other",20210303,2021-03-03,-1464,28,-303,653,4401,5854
"CA","Unknown",20200422,2020-04-22,3232,4,NA,NA,NA,NA
"CA","Unknown",20200429,2020-04-29,4364,-56,3232,NA,NA,NA
"CA","Unknown",20200506,2020-05-06,3186,30,4364,3232,NA,NA
"CA","Unknown",20200513,2020-05-13,4422,27,3186,4364,3232,NA
"CA","Unknown",20200520,2020-05-20,1986,-43,4422,3186,4364,3232
"CA","Unknown",20200527,2020-05-27,4022,4,1986,4422,3186,4364
"CA","Unknown",20200603,2020-06-03,4803,-46,4022,1986,4422,3186
"CA","Unknown",20200610,2020-06-10,4319,-18,4803,4022,1986,4422
"CA","Unknown",20200617,2020-06-17,6422,6,4319,4803,4022,1986
"CA","Unknown",20200624,2020-06-24,14035,8,6422,4319,4803,4022
"CA","Unknown",20200701,2020-07-01,18436,-16,14035,6422,4319,4803
"CA","Unknown",20200708,2020-07-08,25829,2,18436,14035,6422,4319
"CA","Unknown",20200715,2020-07-15,20481,2,25829,18436,14035,6422
"CA","Unknown",20200722,2020-07-22,25138,9,20481,25829,18436,14035
"CA","Unknown",20200729,2020-07-29,22315,8,25138,20481,25829,18436
"CA","Unknown",20200805,2020-08-05,12911,0,22315,25138,20481,25829
"CA","Unknown",20200812,2020-08-12,22703,11,12911,22315,25138,20481
"CA","Unknown",20200819,2020-08-19,15830,29,22703,12911,22315,25138
"CA","Unknown",20200826,2020-08-26,8491,28,15830,22703,12911,22315
"CA","Unknown",20200902,2020-09-02,5947,-41,8491,15830,22703,12911
"CA","Unknown",20200909,2020-09-09,1082,-104,5947,8491,15830,22703
"CA","Unknown",20200916,2020-09-16,1624,92,1082,5947,8491,15830
"CA","Unknown",20200923,2020-09-23,2862,-36,1624,1082,5947,8491
"CA","Unknown",20200930,2020-09-30,2897,-39,2862,1624,1082,5947
"CA","Unknown",20201007,2020-10-07,3816,-44,2897,2862,1624,1082
"CA","Unknown",20201014,2020-10-14,5389,18,3816,2897,2862,1624
"CA","Unknown",20201021,2020-10-21,4035,-56,5389,3816,2897,2862
"CA","Unknown",20201028,2020-10-28,6567,2,4035,5389,3816,2897
"CA","Unknown",20201104,2020-11-04,5635,-53,6567,4035,5389,3816
"CA","Unknown",20201111,2020-11-11,11235,-9,5635,6567,4035,5389
"CA","Unknown",20201118,2020-11-18,14272,-18,11235,5635,6567,4035
"CA","Unknown",20201125,2020-11-25,23585,-6,14272,11235,5635,6567
"CA","Unknown",20201202,2020-12-02,27204,25,23585,14272,11235,5635
"CA","Unknown",20201209,2020-12-09,48153,48,27204,23585,14272,11235
"CA","Unknown",20201216,2020-12-16,79265,155,48153,27204,23585,14272
"CA","Unknown",20201223,2020-12-23,80742,-81,79265,48153,27204,23585
"CA","Unknown",20201230,2020-12-30,64636,260,80742,79265,48153,27204
"CA","Unknown",20210106,2021-01-06,64874,166,64636,80742,79265,48153
"CA","Unknown",20210113,2021-01-13,36772,216,64874,64636,80742,79265
"CA","Unknown",20210120,2021-01-20,30255,484,36772,64874,64636,80742
"CA","Unknown",20210127,2021-01-27,21044,265,30255,36772,64874,64636
"CA","Unknown",20210203,2021-02-03,9067,16,21044,30255,36772,64874
"CA","Unknown",20210210,2021-02-10,7514,-126,9067,21044,30255,36772
"CA","Unknown",20210217,2021-02-17,1164,-54,7514,9067,21044,30255
"CA","Unknown",20210224,2021-02-24,-3487,46,1164,7514,9067,21044
"CA","Unknown",20210303,2021-03-03,-5373,-129,-3487,1164,7514,9067
"CA","White",20200422,2020-04-22,2061,139,NA,NA,NA,NA
"CA","White",20200429,2020-04-29,1357,196,2061,NA,NA,NA
"CA","White",20200506,2020-05-06,1659,153,1357,2061,NA,NA
"CA","White",20200513,2020-05-13,1212,171,1659,1357,2061,NA
"CA","White",20200520,2020-05-20,1975,188,1212,1659,1357,2061
"CA","White",20200527,2020-05-27,1455,116,1975,1212,1659,1357
"CA","White",20200603,2020-06-03,1762,154,1455,1975,1212,1659
"CA","White",20200610,2020-06-10,1662,129,1762,1455,1975,1212
"CA","White",20200617,2020-06-17,1702,136,1662,1762,1455,1975
"CA","White",20200624,2020-06-24,2734,123,1702,1662,1762,1455
"CA","White",20200701,2020-07-01,3627,119,2734,1702,1662,1762
"CA","White",20200708,2020-07-08,6320,124,3627,2734,1702,1662
"CA","White",20200715,2020-07-15,7081,164,6320,3627,2734,1702
"CA","White",20200722,2020-07-22,7034,157,7081,6320,3627,2734
"CA","White",20200729,2020-07-29,6632,169,7034,7081,6320,3627
"CA","White",20200805,2020-08-05,5182,287,6632,7034,7081,6320
"CA","White",20200812,2020-08-12,6175,272,5182,6632,7034,7081
"CA","White",20200819,2020-08-19,5966,241,6175,5182,6632,7034
"CA","White",20200826,2020-08-26,5061,233,5966,6175,5182,6632
"CA","White",20200902,2020-09-02,4588,224,5061,5966,6175,5182
"CA","White",20200909,2020-09-09,4480,246,4588,5061,5966,6175
"CA","White",20200916,2020-09-16,3969,224,4480,4588,5061,5966
"CA","White",20200923,2020-09-23,3966,197,3969,4480,4588,5061
"CA","White",20200930,2020-09-30,4247,218,3966,3969,4480,4588
"CA","White",20201007,2020-10-07,3554,128,4247,3966,3969,4480
"CA","White",20201014,2020-10-14,3758,143,3554,4247,3966,3969
"CA","White",20201021,2020-10-21,3867,131,3758,3554,4247,3966
"CA","White",20201028,2020-10-28,4934,137,3867,3758,3554,4247
"CA","White",20201104,2020-11-04,5836,116,4934,3867,3758,3554
"CA","White",20201111,2020-11-11,7938,109,5836,4934,3867,3758
"CA","White",20201118,2020-11-18,11593,94,7938,5836,4934,3867
"CA","White",20201125,2020-11-25,17238,167,11593,7938,5836,4934
"CA","White",20201202,2020-12-02,17774,142,17238,11593,7938,5836
"CA","White",20201209,2020-12-09,28544,353,17774,17238,11593,7938
"CA","White",20201216,2020-12-16,35795,369,28544,17774,17238,11593
"CA","White",20201223,2020-12-23,43436,586,35795,28544,17774,17238
"CA","White",20201230,2020-12-30,38041,546,43436,35795,28544,17774
"CA","White",20210106,2021-01-06,40886,762,38041,43436,35795,28544
"CA","White",20210113,2021-01-13,49060,1128,40886,38041,43436,35795
"CA","White",20210120,2021-01-20,39495,961,49060,40886,38041,43436
"CA","White",20210127,2021-01-27,26609,1134,39495,49060,40886,38041
"CA","White",20210203,2021-02-03,21364,1097,26609,39495,49060,40886
"CA","White",20210210,2021-02-10,16527,983,21364,26609,39495,49060
"CA","White",20210217,2021-02-17,11676,798,16527,21364,26609,39495
"CA","White",20210224,2021-02-24,9577,707,11676,16527,21364,26609
"CA","White",20210303,2021-03-03,7597,956,9577,11676,16527,21364
"CA","Latinx",20200422,2020-04-22,3828,150,NA,NA,NA,NA
"CA","Latinx",20200429,2020-04-29,3907,225,3828,NA,NA,NA
"CA","Latinx",20200506,2020-05-06,5725,195,3907,3828,NA,NA
"CA","Latinx",20200513,2020-05-13,5178,200,5725,3907,3828,NA
"CA","Latinx",20200520,2020-05-20,6921,251,5178,5725,3907,3828
"CA","Latinx",20200527,2020-05-27,6336,148,6921,5178,5725,3907
"CA","Latinx",20200603,2020-06-03,7207,248,6336,6921,5178,5725
"CA","Latinx",20200610,2020-06-10,9176,206,7207,6336,6921,5178
"CA","Latinx",20200617,2020-06-17,9051,192,9176,7207,6336,6921
"CA","Latinx",20200624,2020-06-24,10155,196,9051,9176,7207,6336
"CA","Latinx",20200701,2020-07-01,12652,231,10155,9051,9176,7207
"CA","Latinx",20200708,2020-07-08,15455,259,12652,10155,9051,9176
"CA","Latinx",20200715,2020-07-15,20715,376,15455,12652,10155,9051
"CA","Latinx",20200722,2020-07-22,24724,364,20715,15455,12652,10155
"CA","Latinx",20200729,2020-07-29,23495,391,24724,20715,15455,12652
"CA","Latinx",20200805,2020-08-05,27641,516,23495,24724,20715,15455
"CA","Latinx",20200812,2020-08-12,24742,483,27641,23495,24724,20715
"CA","Latinx",20200819,2020-08-19,22724,460,24742,27641,23495,24724
"CA","Latinx",20200826,2020-08-26,20925,481,22724,24742,27641,23495
"CA","Latinx",20200902,2020-09-02,18286,420,20925,22724,24742,27641
"CA","Latinx",20200909,2020-09-09,18594,377,18286,20925,22724,24742
"CA","Latinx",20200916,2020-09-16,14715,356,18594,18286,20925,22724
"CA","Latinx",20200923,2020-09-23,14380,284,14715,18594,18286,20925
"CA","Latinx",20200930,2020-09-30,12515,271,14380,14715,18594,18286
"CA","Latinx",20201007,2020-10-07,10166,284,12515,14380,14715,18594
"CA","Latinx",20201014,2020-10-14,11228,181,10166,12515,14380,14715
"CA","Latinx",20201021,2020-10-21,11380,226,11228,10166,12515,14380
"CA","Latinx",20201028,2020-10-28,14590,222,11380,11228,10166,12515
"CA","Latinx",20201104,2020-11-04,14762,140,14590,11380,11228,10166
"CA","Latinx",20201111,2020-11-11,17614,159,14762,14590,11380,11228
"CA","Latinx",20201118,2020-11-18,25203,150,17614,14762,14590,11380
"CA","Latinx",20201125,2020-11-25,38357,266,25203,17614,14762,14590
"CA","Latinx",20201202,2020-12-02,37560,177,38357,25203,17614,14762
"CA","Latinx",20201209,2020-12-09,64967,309,37560,38357,25203,17614
"CA","Latinx",20201216,2020-12-16,88190,482,64967,37560,38357,25203
"CA","Latinx",20201223,2020-12-23,110616,797,88190,64967,37560,38357
"CA","Latinx",20201230,2020-12-30,98027,688,110616,88190,64967,37560
"CA","Latinx",20210106,2021-01-06,103274,1008,98027,110616,88190,64967
"CA","Latinx",20210113,2021-01-13,142543,1495,103274,98027,110616,88190
"CA","Latinx",20210120,2021-01-20,112503,1162,142543,103274,98027,110616
"CA","Latinx",20210127,2021-01-27,71361,1582,112503,142543,103274,98027
"CA","Latinx",20210203,2021-02-03,57936,1680,71361,112503,142543,103274
"CA","Latinx",20210210,2021-02-10,40696,1623,57936,71361,112503,142543
"CA","Latinx",20210217,2021-02-17,30534,1142,40696,57936,71361,112503
"CA","Latinx",20210224,2021-02-24,25613,1104,30534,40696,57936,71361
"CA","Latinx",20210303,2021-03-03,22336,1397,25613,30534,40696,57936
"CO","AIAN",20200422,2020-04-22,15,-1,NA,NA,NA,NA
"CO","AIAN",20200429,2020-04-29,23,0,15,NA,NA,NA
"CO","AIAN",20200506,2020-05-06,11,2,23,15,NA,NA
"CO","AIAN",20200513,2020-05-13,1,4,11,23,15,NA
"CO","AIAN",20200520,2020-05-20,12,1,1,11,23,15
"CO","AIAN",20200527,2020-05-27,14,0,12,1,11,23
"CO","AIAN",20200603,2020-06-03,24,0,14,12,1,11
"CO","AIAN",20200610,2020-06-10,16,0,24,14,12,1
"CO","AIAN",20200617,2020-06-17,7,0,16,24,14,12
"CO","AIAN",20200624,2020-06-24,5,0,7,16,24,14
"CO","AIAN",20200701,2020-07-01,20,0,5,7,16,24
"CO","AIAN",20200708,2020-07-08,-12,0,20,5,7,16
"CO","AIAN",20200715,2020-07-15,13,0,-12,20,5,7
"CO","AIAN",20200722,2020-07-22,15,0,13,-12,20,5
"CO","AIAN",20200729,2020-07-29,13,0,15,13,-12,20
"CO","AIAN",20200805,2020-08-05,13,0,13,15,13,-12
"CO","AIAN",20200812,2020-08-12,12,0,13,13,15,13
"CO","AIAN",20200819,2020-08-19,13,0,12,13,13,15
"CO","AIAN",20200826,2020-08-26,12,0,13,12,13,13
"CO","AIAN",20200902,2020-09-02,11,0,12,13,12,13
"CO","AIAN",20200909,2020-09-09,11,0,11,12,13,12
"CO","AIAN",20200916,2020-09-16,0,0,11,11,12,13
"CO","AIAN",20200923,2020-09-23,31,0,0,11,11,12
"CO","AIAN",20200930,2020-09-30,29,0,31,0,11,11
"CO","AIAN",20201007,2020-10-07,24,0,29,31,0,11
"CO","AIAN",20201014,2020-10-14,57,0,24,29,31,0
"CO","AIAN",20201021,2020-10-21,39,0,57,24,29,31
"CO","AIAN",20201028,2020-10-28,26,-1,39,57,24,29
"CO","AIAN",20201104,2020-11-04,70,1,26,39,57,24
"CO","AIAN",20201111,2020-11-11,157,1,70,26,39,57
"CO","AIAN",20201118,2020-11-18,186,1,157,70,26,39
"CO","AIAN",20201125,2020-11-25,99,1,186,157,70,26
"CO","AIAN",20201202,2020-12-02,80,3,99,186,157,70
"CO","AIAN",20201209,2020-12-09,112,-1,80,99,186,157
"CO","AIAN",20201216,2020-12-16,112,3,112,80,99,186
"CO","AIAN",20201223,2020-12-23,139,3,112,112,80,99
"CO","AIAN",20201230,2020-12-30,112,2,139,112,112,80
"CO","AIAN",20210106,2021-01-06,104,6,112,139,112,112
"CO","AIAN",20210113,2021-01-13,170,2,104,112,139,112
"CO","AIAN",20210120,2021-01-20,110,2,170,104,112,139
"CO","AIAN",20210127,2021-01-27,66,0,110,170,104,112
"CO","AIAN",20210203,2021-02-03,53,-1,66,110,170,104
"CO","AIAN",20210210,2021-02-10,10,0,53,66,110,170
"CO","AIAN",20210217,2021-02-17,89,1,10,53,66,110
"CO","AIAN",20210224,2021-02-24,2,1,89,10,53,66
"CO","AIAN",20210303,2021-03-03,47,0,2,89,10,53
"CO","Asian",20200422,2020-04-22,87,6,NA,NA,NA,NA
"CO","Asian",20200429,2020-04-29,94,12,87,NA,NA,NA
"CO","Asian",20200506,2020-05-06,125,5,94,87,NA,NA
"CO","Asian",20200513,2020-05-13,75,12,125,94,87,NA
"CO","Asian",20200520,2020-05-20,34,6,75,125,94,87
"CO","Asian",20200527,2020-05-27,32,2,34,75,125,94
"CO","Asian",20200603,2020-06-03,58,0,32,34,75,125
"CO","Asian",20200610,2020-06-10,53,2,58,32,34,75
"CO","Asian",20200617,2020-06-17,17,0,53,58,32,34
"CO","Asian",20200624,2020-06-24,-1,2,17,53,58,32
"CO","Asian",20200701,2020-07-01,21,0,-1,17,53,58
"CO","Asian",20200708,2020-07-08,-45,0,21,-1,17,53
"CO","Asian",20200715,2020-07-15,43,2,-45,21,-1,17
"CO","Asian",20200722,2020-07-22,33,0,43,-45,21,-1
"CO","Asian",20200729,2020-07-29,33,2,33,43,-45,21
"CO","Asian",20200805,2020-08-05,30,0,33,33,43,-45
"CO","Asian",20200812,2020-08-12,31,1,30,33,33,43
"CO","Asian",20200819,2020-08-19,24,1,31,30,33,33
"CO","Asian",20200826,2020-08-26,26,1,24,31,30,33
"CO","Asian",20200902,2020-09-02,30,1,26,24,31,30
"CO","Asian",20200909,2020-09-09,26,1,30,26,24,31
"CO","Asian",20200916,2020-09-16,31,1,26,30,26,24
"CO","Asian",20200923,2020-09-23,70,0,31,26,30,26
"CO","Asian",20200930,2020-09-30,47,2,70,31,26,30
"CO","Asian",20201007,2020-10-07,91,1,47,70,31,26
"CO","Asian",20201014,2020-10-14,79,-1,91,47,70,31
"CO","Asian",20201021,2020-10-21,71,0,79,91,47,70
"CO","Asian",20201028,2020-10-28,182,-2,71,79,91,47
"CO","Asian",20201104,2020-11-04,201,0,182,71,79,91
"CO","Asian",20201111,2020-11-11,214,6,201,182,71,79
"CO","Asian",20201118,2020-11-18,366,9,214,201,182,71
"CO","Asian",20201125,2020-11-25,194,2,366,214,201,182
"CO","Asian",20201202,2020-12-02,156,1,194,366,214,201
"CO","Asian",20201209,2020-12-09,256,7,156,194,366,214
"CO","Asian",20201216,2020-12-16,256,11,256,156,194,366
"CO","Asian",20201223,2020-12-23,321,1,256,256,156,194
"CO","Asian",20201230,2020-12-30,256,6,321,256,256,156
"CO","Asian",20210106,2021-01-06,319,5,256,321,256,256
"CO","Asian",20210113,2021-01-13,419,1,319,256,321,256
"CO","Asian",20210120,2021-01-20,251,2,419,319,256,321
"CO","Asian",20210127,2021-01-27,236,3,251,419,319,256
"CO","Asian",20210203,2021-02-03,170,2,236,251,419,319
"CO","Asian",20210210,2021-02-10,127,0,170,236,251,419
"CO","Asian",20210217,2021-02-17,120,-1,127,170,236,251
"CO","Asian",20210224,2021-02-24,66,-1,120,127,170,236
"CO","Asian",20210303,2021-03-03,160,0,66,120,127,170
"CO","Black",20200422,2020-04-22,239,12,NA,NA,NA,NA
"CO","Black",20200429,2020-04-29,310,14,239,NA,NA,NA
"CO","Black",20200506,2020-05-06,215,13,310,239,NA,NA
"CO","Black",20200513,2020-05-13,-52,10,215,310,239,NA
"CO","Black",20200520,2020-05-20,101,17,-52,215,310,239
"CO","Black",20200527,2020-05-27,88,3,101,-52,215,310
"CO","Black",20200603,2020-06-03,97,8,88,101,-52,215
"CO","Black",20200610,2020-06-10,95,4,97,88,101,-52
"CO","Black",20200617,2020-06-17,88,2,95,97,88,101
"CO","Black",20200624,2020-06-24,90,0,88,95,97,88
